name,name_corrected,alpha_2,alpha_3,country_code,iso_3166_2,region,sub_region,intermediate_region,region_code,sub_region_code,intermediate_region_code,airport.n,airport_souce,area.2020,area_souce,seaport.n,seaport_souce,GADM.clim_ncell,GADM.clim_ncellNA,GADM.clim_ncellAVL,wc2.1_10m_bio_1,wc2.1_10m_bio_12,clim_souce,wto.member,wto.year,wto_souce,Total_Population_1.July_1k_pop_2016,Total_Population_1.July_1k_pop_2017,Total_Population_1.July_1k_pop_2018,Total_Population_1.July_1k_pop_2019,Total_Population_1.July_1k_pop_2020,Area_km2_pop_2016,Area_km2_pop_2017,Area_km2_pop_2018,Area_km2_pop_2019,Area_km2_pop_2020,population_density_km2_pop_2016,population_density_km2_pop_2017,population_density_km2_pop_2018,population_density_km2_pop_2019,population_density_km2_pop_2020,mean.population_1k,mean.area_km2,mean.population.density_km2,population_souce,HS_06,HS_07,HS_08,HS_12,HS_TOTAL,HS_06_cpi2016,HS_07_cpi2016,HS_08_cpi2016,HS_12_cpi2016,HS_TOTAL_cpi2016,HS_TOTAL.n,years.used,trade_souce,pop_2016,pop_2017,pop_2018,pop_2019,pop_2020,pop.mean,Pop.and.GDP.source,gdp_2016,gdp_2017,gdp_2018,gdp_2019,gdp_2020,gdp.mean,gdp.n,gdp.years.used,gdp_2016_cpi2016,gdp_2017_cpi2016,gdp_2018_cpi2016,gdp_2019_cpi2016,gdp_2020_cpi2016,gdp.mean_cpi2016,island,island.source,HS_06_n_importers_avg,HS_07_n_importers_avg,HS_08_n_importers_avg,HS_12_n_importers_avg,HS_TOTAL_n_importers_avg,HS_06_shannon_avg,HS_07_shannon_avg,HS_08_shannon_avg,HS_12_shannon_avg,HS_TOTAL_shannon_avg,HS_06_simpson_avg,HS_07_simpson_avg,HS_08_simpson_avg,HS_12_simpson_avg,HS_TOTAL_simpson_avg,HS_06_evenness_avg,HS_07_evenness_avg,HS_08_evenness_avg,HS_12_evenness_avg,HS_TOTAL_evenness_avg,HS_06_total_trade_cpi2016_avg,HS_07_total_trade_cpi2016_avg,HS_08_total_trade_cpi2016_avg,HS_12_total_trade_cpi2016_avg,HS_TOTAL_total_trade_cpi2016_avg,Observed_SR,Observed_PD,Observed_MPD,Observed_MNTD,Null_mean_PD,Null_mean_MPD,Null_mean_MNTD,Null_sd_PD,Null_sd_MPD,Null_sd_MNTD,SES_PD,SES_MPD,SES_MNTD,P_value_PD,P_value_MPD,P_value_MNTD,n_rand
Namibia,Namibia,NA,NAM,516,ISO 3166-2:NA,Africa,Sub-Saharan Africa,Southern Africa,2,202,18,46,Global Airport Database,824290,the Food and Agriculture Organization (FAO) of the United Nations,2,Maritime Safety Information,2332800,2330192,2608,20.37712757,276.4578221,WorldClim_v2.1 10 mins,yes,1995,World Trade Organization,2323.35,2364.53,2405.68,2446.64,2489.1,823882.9787,823878.0488,823863.0137,823784.5118,824205.298,2.82,2.87,2.92,2.97,3.02,2405.86,823922.7702,2.92,World Trade Organization,4390019.348,28493705.71,23675568.85,7774802.911,6604597512,4215947.285,27400595.29,22719232.14,7410086.648,6353984892,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,2479.713,2402.623,2448.3,2494.524,2540.916,2473.2152,Gravity database,10267157.5,12895153.16,13682062.25,12543203.41,10562637.38,11990042.74,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,10267157.5,12626223.56,13077311.25,11775422.4,9795246.227,11508272.19,no,NA,11.6,24.8,22.2,31,170.4,0.441911588,0.08699652,0.078457007,0.624119485,2.219474352,0.190353745,0.024398753,0.02568497,0.263692807,0.709676417,0.179356593,0.027428784,0.024811773,0.184858095,0.431814869,4215615.533,27397413.21,22717765.52,7383464.919,6206125676,73,3903.907082,259.0534428,53.27112003,5565.042678,268.4911186,108.5967899,409.0748556,17.65796284,10.21291568,-4.060713029,-0.534471381,-5.417225755,1,0.656,1,999
Nauru,Nauru,NR,NRU,520,ISO 3166-2:NR,Oceania,Micronesia,NA,9,57,NA,1,Global Airport Database,20,the Food and Agriculture Organization (FAO) of the United Nations,1,Maritime Safety Information,2332800,2332800,0,NA,NA,WorldClim_v2.1 10 mins,NA,NA,World Trade Organization,11.44,11.68,11.92,12.13,12.32,20.00594582,19.99554894,19.99329084,19.99736226,20.00812018,571.8300001,584.1299999,596.2000001,606.58,615.75,11.898,20.00005361,594.898,World Trade Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UN Comtrade,NA,10.577,10.678,10.764,10.834,10.71325,Gravity database,NA,109359.68,124021.394,118724.074,114626.626,116682.9435,4,gdp_2017; gdp_2018; gdp_2019; gdp_2020,NA,107078.9739,118539.6135,111456.8643,106298.8329,110843.5712,yes,https://wikimili.com/en/List_of_island_countries,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nepal,Nepal,NP,NPL,524,ISO 3166-2:NP,Asia,Southern Asia,NA,142,34,NA,43,Global Airport Database,147180,the Food and Agriculture Organization (FAO) of the United Nations,NA,NA,2332800,2332312,488,14.05143789,1350.768443,WorldClim_v2.1 10 mins,yes,2004,World Trade Organization,27861.19,28183.43,28506.71,28832.5,29348.63,147180.0845,147179.6438,147176.9838,147179.6835,147177.3231,189.3,191.4900001,193.6900001,195.9,199.41,28546.492,147178.7437,193.958,World Trade Organization,1453068.375,240862136.3,142681788,131849800.2,10768995770,1381083.034,230211002.4,136430499.6,126106016.4,10320970632,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,28982.771,27632.683,28095.713,28608.715,29136.808,28491.338,Gravity database,21143873.54,28971589.21,33111525.87,34186191,33433670.51,30169370.03,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,21143873.54,28367384.07,31647987.12,32093622.82,31004665.15,28851506.54,no,NA,16.6,33.4,28.8,38.4,157.2,0.945864981,1.583739944,1.298627576,1.729024801,1.579426668,0.405539521,0.667588815,0.627824039,0.747987891,0.550483968,0.339864389,0.451887282,0.392559934,0.475026642,0.312509129,1373181.307,230208251.4,136429766,126033179.4,10181240104,36,2302.019445,211.3289055,78.98123196,3232.960949,266.0073873,133.0688212,367.6623819,25.02939891,17.48999776,-2.53205536,-2.184570311,-3.092486914,0.999,1,1,999
Netherlands,Netherlands,NL,NLD,528,ISO 3166-2:NL,Europe,Western Europe,NA,150,155,NA,31,Global Airport Database,41540,the Food and Agriculture Organization (FAO) of the United Nations,18,Maritime Safety Information,2332800,2332623,177,9.620499174,796.2768362,WorldClim_v2.1 10 mins,yes,1995,World Trade Organization,17124.51,17207.2,17286.04,17363.26,17434.56,33671.22183,33670.94552,33671.04289,33671.26263,33671.10218,508.5800001,511.04,513.38,515.67,517.7900001,17283.114,33671.11501,513.292,World Trade Organization,2413969380,2764133593,7075988807,4402166531,4.77988E+11,2315088099,2650444248,6773951528,4220221444,4.58118E+11,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,17018.408,17131.296,17231.625,17344.873,17441.5,17233.5404,Gravity database,770845048.8,833869641.7,914043438.2,910194347.6,913865395.8,868563574.4,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,770845048.8,816479214.1,873642461.2,854480514.8,847471730,832583793.8,no,NA,104,114.4,126.2,123.4,220.2,2.950983513,2.637557962,3.317641592,2.891796222,3.331614254,0.913433491,0.867778438,0.946965072,0.898898801,0.929212772,0.635473293,0.556511733,0.685775409,0.600596243,0.617592889,2295806970,2646958056,6772392195,4217862822,4.44768E+11,74,4938.562126,270.6086803,74.25290031,5617.647141,271.4578888,107.3844927,416.8777138,19.10636147,10.48671452,-1.628978939,-0.044446373,-3.159387275,0.933,0.467,1,999
New Caledonia,New Caledonia,NC,NCL,540,ISO 3166-2:NC,Oceania,Melanesia,NA,9,54,NA,18,Global Airport Database,18580,the Food and Agriculture Organization (FAO) of the United Nations,3,Maritime Safety Information,2332800,2332737,63,22.07367549,1795.47619,WorldClim_v2.1 10 mins,NA,NA,World Trade Organization,283.75,284.35,284.88,285.37,286.4,18282.86082,18274.42159,18284.98074,18281.22998,18276.96235,15.52,15.56,15.58,15.61,15.67,284.95,18280.0911,15.588,World Trade Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UN Comtrade,278,270,270.65,271.3,271.96,272.382,Gravity database,NA,9173668.102,9846922.416,9438130.987,9435529.927,9473562.858,4,gdp_2017; gdp_2018; gdp_2019; gdp_2020,NA,8982350.415,9411685.677,8860414.313,8750024.793,9001118.799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,New Zealand,NZ,NZL,554,ISO 3166-2:NZ,Oceania,Australia and New Zealand,NA,9,53,NA,214,Global Airport Database,267710,the Food and Agriculture Organization (FAO) of the United Nations,22,Maritime Safety Information,2332800,2331751,1049,10.181185,1709.442326,WorldClim_v2.1 10 mins,yes,1995,World Trade Organization,4668.08,4746.25,4838.53,4959.03,5061.13,264930.7605,264857.7009,264834.7017,264905.4487,264841.9676,17.62,17.92,18.27,18.72,19.11,4854.604,264874.1159,18.328,World Trade Organization,12158594.72,76577974.15,311241664.4,87757392.82,39779010486,11670747.12,73547079.22,298948157,84105300.61,38176485218,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,4692.7,4813.6,4900.6,4979.2,5090.2,4895.26,Gravity database,185017319.4,206623758.8,211953111,213434571.4,211734532.3,205752658.6,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,185017319.4,202314601.4,202584723.9,200370045,196351707,197327679.4,yes,https://wikimili.com/en/Island_country,30.2,65.8,65.4,85,219.4,1.781117056,2.451197834,2.412970393,2.715266097,3.030088037,0.732279989,0.867225108,0.864384723,0.895815867,0.913399832,0.522813163,0.585859979,0.577284494,0.611258936,0.562076245,11557862.4,73338781.2,298913077.2,83884439.55,37563403924,426,18768.8472,296.7327056,56.94531762,18418.95996,267.1194555,57.37010448,554.324391,7.021891973,2.731905398,0.631195823,4.217275082,-0.155491059,0.261,0.001,0.551,999
Nicaragua,Nicaragua,NI,NIC,558,ISO 3166-2:NI,Americas,Latin America and the Caribbean,Central America,19,419,13,10,Global Airport Database,130370,the Food and Agriculture Organization (FAO) of the United Nations,5,Maritime Safety Information,2332800,2332412,388,25.10301349,2166.131443,WorldClim_v2.1 10 mins,yes,1995,World Trade Organization,6389.24,6480.53,6572.23,6663.92,6755.9,120347.3347,120344.104,120348.471,120330.8053,120340.2209,53.09000001,53.85,54.60999999,55.38000002,56.13999999,6572.364,120342.1872,54.614,World Trade Organization,2360997.142,15209587.66,13490544.31,8613160.756,7212224542,2272881.688,14602808.52,12995016.67,8299290.759,6934490146,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,6149.928,6384.843,6465.502,6545.503,6624.554,6434.066,Gravity database,13230844.93,13785909.91,13025239.91,12596636.04,12586941.39,13045114.44,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,13230844.93,13498403.5,12449520.65,11825584.37,11672481.58,12535367,no,NA,14.2,23.2,23.8,30.8,165.2,1.246936161,1.66621565,1.765478168,2.139710261,2.726792629,0.620847106,0.758279726,0.727908604,0.803236674,0.882777706,0.47528476,0.530485293,0.557084969,0.624787858,0.533958406,2272881.688,14602778.62,12995001.5,8295806.559,6874529688,9,1148.103144,243.5717167,141.4293233,1081.171515,270.9944663,194.6258135,245.7437005,54.58553394,43.09184351,0.272363558,-0.502381265,-1.234490934,0.256,0.61,0.913,999
Niger,Niger,NE,NER,562,ISO 3166-2:NE,Africa,Sub-Saharan Africa,Western Africa,2,202,11,22,Global Airport Database,1267000,the Food and Agriculture Organization (FAO) of the United Nations,NA,NA,2332800,2329164,3636,27.2474503,139.4251925,WorldClim_v2.1 10 mins,yes,1996,World Trade Organization,20921.74,21737.92,22577.06,23443.39,24333.64,1266449.153,1266778.555,1266950.617,1266525.662,1266717.335,16.51999999,17.16,17.82,18.51,19.21,22602.75,1266684.264,17.844,World Trade Organization,27313.5988,7480797.26,5760951.529,1328611.367,2296284015,26527.3298,7195058.856,5492580.213,1284251.414,2190049087,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,20672.987,21602.388,22442.831,23310.719,24206.636,22447.1122,Gravity database,7508986.368,11185102.4,12808660.53,12916455.16,13741378.45,11632116.58,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,7508986.368,10951836.07,12242514.13,12125827.07,12743047.08,11114442.14,no,NA,5,35,43,19.4,144.6,0.952156225,1.698650463,1.583802609,1.544349827,2.955515882,0.502406754,0.711211124,0.652649695,0.636044041,0.906994099,0.594566868,0.478940066,0.420470107,0.516121164,0.594236771,26527.32943,7195047.577,5492580.212,1262941.958,2186586053,8,991.813553,228.9609804,116.6909576,971.8002134,268.7511227,199.9311081,225.265234,55.71260842,44.38588293,0.088843446,-0.714203543,-1.875374444,0.241,0.899,0.979,999
Nigeria,Nigeria,NG,NGA,566,ISO 3166-2:NG,Africa,Sub-Saharan Africa,Western Africa,2,202,11,21,Global Airport Database,923770,the Food and Agriculture Organization (FAO) of the United Nations,28,Maritime Safety Information,2332800,2330104,2696,26.62570533,1163.232567,WorldClim_v2.1 10 mins,yes,1995,World Trade Organization,188666.93,193495.91,198387.62,203304.49,208327.41,910774.4629,910783.2902,910786.9801,910780.7992,910760.7327,207.15,212.45,217.82,223.22,228.74,198436.472,910777.253,217.876,World Trade Organization,376192.1134,40534781.82,57975541.04,19828987.13,42460077842,362321.1314,39424278.43,55449713.14,18985409.51,40563741217,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,185989.639,190873.245,195874.68,200963.608,206139.587,195968.1518,Gravity database,405082669.1,375746469.5,397190484.5,448120428.9,432293776.3,411686765.6,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,405082669.1,367910242.6,379634553.4,420690565.4,400886997.3,394841005.5,no,NA,16.6,42.6,32.8,39.4,191,1.597741969,2.056406241,0.999029221,2.252204325,3.053106942,0.695933599,0.723222681,0.355673612,0.801153809,0.906899758,0.57244993,0.545946754,0.286452732,0.614839709,0.581413701,362320.9316,39411157.91,55297683.05,18980800.05,40267122709,24,2183.062433,233.7409074,118.3736637,2398.813662,268.1591559,151.7862356,337.150829,31.36361477,23.02704144,-0.639924956,-1.097394184,-1.451014537,0.67,0.947,0.936,999
Niue,Niue,NU,NIU,570,ISO 3166-2:NU,Oceania,Polynesia,NA,9,61,NA,NA,NA,NA,NA,1,Maritime Safety Information,2332800,2332799,1,24.79051781,2210,WorldClim_v2.1 10 mins,NA,NA,World Trade Organization,1.86,1.87,1.89,1.92,1.94,259.7765363,260.0834492,260.3305785,259.8105548,259.7054886,7.16,7.190000001,7.26,7.39,7.470000001,1.896,259.9413215,7.294,World Trade Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UN Comtrade,NA,NA,NA,NA,NA,NA,Gravity database,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,https://wikimili.com/en/Niue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Norfolk Island,Norfolk Island,NF,NFK,574,ISO 3166-2:NF,Oceania,Australia and New Zealand,NA,9,53,NA,NA,NA,NA,NA,1,Maritime Safety Information,2332800,2332800,0,NA,NA,WorldClim_v2.1 10 mins,NA,NA,World Trade Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,World Trade Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UN Comtrade,NA,NA,NA,NA,NA,NA,Gravity database,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Macedonia,North Macedonia,MK,MKD,807,ISO 3166-2:MK,Europe,Southern Europe,NA,150,39,NA,2,Global Airport Database,25710,the Food and Agriculture Organization (FAO) of the United Nations,NA,NA,2332800,2332702,98,9.916457843,625.3367347,WorldClim_v2.1 10 mins,yes,2003,World Trade Organization,2110.2,2111.98,2113.49,2114.18,2111.07,24913.81346,24914.23853,24911.48043,24913.74028,24912.32004,84.7,84.76999999,84.84000001,84.85999999,84.73999999,2112.184,24913.11855,84.782,World Trade Organization,8779359.07,19864008.82,49607394.11,21344450.04,8353996449,8413529.429,19004415.31,47550521.47,20507471.45,7999557559,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,2081.206,2074.502,2076.217,2076.694,2072.531,2076.23,Gravity database,10899582.98,11307058.38,12683070.06,12606338.45,12116981.82,11922606.34,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,10899582.98,11071248.65,12122474.8,11834692.88,11236665.26,11432932.91,no,NA,50.6,46.2,68.8,65.8,171.2,1.95378417,2.323339949,2.410483903,2.842684317,3.305531505,0.776113969,0.842547785,0.854265894,0.898978324,0.943497887,0.497987179,0.606904645,0.56968879,0.679132853,0.642768683,8413504.723,19004415.31,47550519.96,20497051.72,7970800746,10,1094.555679,228.3969087,108.218713,1192.53662,273.7787381,191.7171759,267.356576,55.52426942,41.58760013,-0.366480386,-0.817333211,-2.007773053,0.505,0.946,0.992,999
Northern Mariana Islands,Northern Mariana Islands,MP,MNP,580,ISO 3166-2:MP,Oceania,Micronesia,NA,9,57,NA,4,Global Airport Database,460,the Food and Agriculture Organization (FAO) of the United Nations,3,Maritime Safety Information,2332800,2332799,1,26.51066399,1757,WorldClim_v2.1 10 mins,NA,NA,World Trade Organization,51.13,50.73,50.3,49.86,49.59,456.9666637,457.027027,456.9819206,457.0119157,457.0506912,111.89,111,110.07,109.1,108.5,50.322,457.0076436,110.112,World Trade Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UN Comtrade,55.023,56.553,56.889,57.213,57.557,56.647,Gravity database,NA,1560000,1302000,1182000,NA,1348000,3,gdp_2017; gdp_2018; gdp_2019,NA,1527466.057,1244451.234,1109648.693,NA,1293855.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Norway,Norway,NO,NOR,578,ISO 3166-2:NO,Europe,Northern Europe,NA,150,154,NA,82,Global Airport Database,624499,the Food and Agriculture Organization (FAO) of the United Nations,141,Maritime Safety Information,2332800,2330604,2196,1.535984006,1065.278233,WorldClim_v2.1 10 mins,yes,1995,World Trade Organization,5236.59,5277.39,5312.32,5348.28,5379.84,304276.0023,304172.3343,304256.5865,304225.256,304289.5928,17.21,17.35,17.46,17.58,17.68,5310.884,304243.9544,17.456,World Trade Organization,253243938.6,429719027.6,776892566.5,282446177.7,82707876978,243144280.7,412369455.5,745922377.6,271242679.6,79337596853,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,5232.929,5276.968,5311.916,5347.896,5379.475,5309.8368,Gravity database,370556665.9,398393955.3,436999692.6,404941363.6,362198318.4,394617999.2,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,370556665.9,390085412.9,417684183.3,380154530.5,335884077.6,378872974,no,NA,64.8,101.2,113.4,91,191.4,1.907238801,2.616048838,3.105364329,2.021097054,3.309035207,0.758849719,0.85370683,0.926673131,0.713976076,0.941201484,0.457315798,0.566705033,0.656408512,0.447999639,0.629825798,243142542.2,412298290.2,745895249.1,271219651.6,78724038968,107,6158.929814,293.2722225,63.67639393,7314.66949,272.3428302,94.25233208,412.2095775,15.20156714,7.875596763,-2.803767159,1.376791755,-3.882364609,0.992,0.099,1,999
Oman,Oman,OM,OMN,512,ISO 3166-2:OM,Asia,Western Asia,NA,142,145,NA,23,Global Airport Database,309500,the Food and Agriculture Organization (FAO) of the United Nations,7,Maritime Safety Information,2332800,2331831,969,27.25571465,118.9638803,WorldClim_v2.1 10 mins,yes,2000,World Trade Organization,4398.07,4541.85,4601.16,4602.77,4543.4,309505.278,309390.327,309425.6893,309533.961,309495.9128,14.21,14.68,14.87,14.87,14.68,4537.45,309470.2336,14.662,World Trade Organization,8120276.512,170300488.2,258177543,35485329.45,25473392422,7769382.515,163077573.9,246235389.1,33506870.16,24433325490,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,4424.762,4665.926,4829.476,4974.992,5106.622,4800.3556,Gravity database,66293366.78,80856697.01,91505851.76,88060858.26,73971391.42,80137633.04,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,66293366.78,79170423.2,87461267.38,82670572.17,68597260.98,76838578.1,no,NA,35.4,62.6,67.2,47,139,2.255804353,2.351679937,2.638819674,2.177145858,2.721475116,0.820550509,0.838324867,0.857917676,0.790001421,0.824304821,0.634179511,0.57032778,0.627118868,0.565464732,0.551312631,7766805.416,163071906.1,246162623.2,33456517.95,23274572469,8,1144.365447,241.274778,189.3597911,977.5444488,270.2629181,201.2175812,235.5584962,58.96745491,45.82803001,0.70819351,-0.491595578,-0.258745359,0.222,0.644,0.566,999
Pakistan,Pakistan,PK,PAK,586,ISO 3166-2:PK,Asia,Southern Asia,NA,142,34,NA,71,Global Airport Database,796100,the Food and Agriculture Organization (FAO) of the United Nations,3,Maritime Safety Information,2332800,2330142,2658,22.5888134,271.3299473,WorldClim_v2.1 10 mins,yes,1995,World Trade Organization,213524.84,216379.66,219731.48,223293.28,227196.74,770875.6273,770884.8196,770879.4555,770880.6187,770890.133,276.99,280.69,285.04,289.66,294.72,220025.2,770882.1308,285.42,World Trade Organization,3511966.907,815227125.2,272107001.7,1283137456,52087867747,3395575.539,784873965.1,262764891.5,1230778010,50038433953,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,193203.476,207906.204,212228.287,216565.323,220892.334,210159.1248,Gravity database,283659993.1,339205615.8,356128225,320909489.2,300306331.7,320041930.9,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,283659993.1,332131451.7,340387257.3,301266324.4,278488634.8,307186732.2,no,NA,19.2,56.8,42.4,64.4,207.2,1.834200385,2.515451914,1.36310294,1.596356711,3.048291382,0.790536581,0.879769739,0.563977241,0.717108311,0.894072657,0.62577065,0.627361965,0.364303516,0.383146664,0.571573898,3381024.342,784737416.5,262754191.6,1230113852,48787182086,35,3104.748771,267.3389252,118.2260094,3257.154049,271.7718319,137.8077661,380.8185464,27.17990262,19.02412212,-0.400204453,-0.16309502,-1.029311973,0.652,0.533,0.84,999
Palau,Palau,PW,PLW,585,ISO 3166-2:PW,Oceania,Micronesia,NA,9,57,NA,1,Global Airport Database,460,the Food and Agriculture Organization (FAO) of the United Nations,1,Maritime Safety Information,2332800,2332798,2,26.12030029,3446,WorldClim_v2.1 10 mins,NA,NA,World Trade Organization,17.82,17.84,17.86,17.92,17.97,460.1084431,460.0309438,459.8352214,460.0770218,459.9436908,38.73,38.78,38.84,38.95,39.07,17.882,459.9990642,38.874,World Trade Organization,83620.22,1525087.837,943700.54,96508.87,155244844.5,81607.53535,1492681.329,923467.5346,94381.56222,151872744.4,3,2016; 2017; 2018,UN Comtrade,21.503,17.809,17.911,18.001,18.092,18.6632,Gravity database,293000,285300,284700,274200,257700,278980,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,293000,279350.0424,272116.18,257415.9659,238977.7158,268171.9808,yes,https://wikimili.com/en/List_of_island_countries,6,12,11.66666667,10,104.3333333,1.012511021,0.292748299,0.414299292,1.707888682,1.941136964,0.573741582,0.096806098,0.154822335,0.768998891,0.775286207,0.584200273,0.118678346,0.168301527,0.744458689,0.417717409,81094.70222,1454477.323,910842.0099,56448.17465,140589687,204,8830.687451,248.06499,53.77303129,11142.49585,264.8296131,73.1593251,472.001822,9.395244696,4.677003937,-4.897880248,-1.784373227,-4.145024051,1,0.969,1,999
"Palestine, State of","Palestine, State of",PS,PSE,275,ISO 3166-2:PS,Asia,Western Asia,NA,142,145,NA,NA,NA,6020,the Food and Agriculture Organization (FAO) of the United Nations,NA,NA,2332800,2332780,20,18.5976347,408.95,WorldClim_v2.1 10 mins,NA,NA,World Trade Organization,4593.85,4700.95,4805.55,4909.78,5019.4,6019.984275,6019.990011,6020.031068,6019.985777,6019.98105,763.1,780.8900001,798.2599999,815.58,833.7900001,4805.906,6019.994436,798.324,World Trade Organization,4208675.102,53838149.83,140697388.9,46043771.81,6086819155,4005696.247,51793623.05,135062302.9,44042461.7,5835525695,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,NA,4454.805,4569.087,4685.306,4803.269,4628.11675,Gravity database,NA,16128000,16276600,17133500,15531700,16267450,4,gdp_2017; gdp_2018; gdp_2019; gdp_2020,NA,15791649.09,15557169.7,16084742.71,14403299.14,15459215.16,NA,NA,5,27,21,34.8,121.8,0.020716581,1.146989889,0.402968452,1.530631847,2.015794585,0.005143437,0.441282977,0.137170729,0.596141265,0.668371329,0.012710863,0.34700689,0.133237145,0.431962602,0.41990667,4004684.733,51790209.25,135058888.9,44030093.93,5816751635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Panama,Panama,PA,PAN,591,ISO 3166-2:PA,Americas,Latin America and the Caribbean,Central America,19,419,13,14,Global Airport Database,75320,the Food and Agriculture Organization (FAO) of the United Nations,11,Maritime Safety Information,2332800,2332567,233,25.05584875,2651.690987,WorldClim_v2.1 10 mins,yes,1997,World Trade Organization,4026.34,4096.06,4165.26,4232.53,4294.4,74177.22918,74177.10974,74180.9439,74176.83141,74182.06944,54.28,55.22,56.15,57.06,57.89,4162.918,74178.83673,56.12,World Trade Organization,9473626.6,44176263.6,61297757.6,25188297.8,20403861746,9106730.168,42449447.72,58771039.9,24212080.09,19632495180,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,4034.119,4106.764,4176.868,4246.44,4314.768,4175.7918,Gravity database,55187701.76,62202725.2,64929409.2,66984427.2,53977037,60656260.07,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,55187701.76,60905481.68,62059511.06,62884248.83,50055525.83,58218493.83,no,NA,17.6,31.4,33.8,33.4,107,1.714118029,1.736089687,1.753569839,1.48591778,2.829056787,0.764460498,0.736082849,0.735808108,0.578723015,0.876013158,0.598334421,0.504810196,0.498749355,0.424541644,0.605586864,8998358.418,41339831.53,58666905.16,23979228.74,16628140170,25,2479.150847,284.3510847,129.6804993,2502.276665,273.2179828,149.6931494,346.9610665,32.57962724,22.79218183,-0.066652488,0.341719746,-0.878048894,0.533,0.306,0.815,999
